tract_id,ike_2020_mean,ike_2020_sem,ike_2020_ci_lo,ike_2020_ci_hi,ike_2030_mean,ike_2030_sem,ike_2030_ci_lo,ike_2030_ci_hi,ike_2040_mean,ike_2040_sem,ike_2040_ci_lo,ike_2040_ci_hi,fema33_2020_mean,fema33_2020_sem,fema33_2020_ci_lo,fema33_2020_ci_hi,fema33_2030_mean,fema33_2030_sem,fema33_2030_ci_lo,fema33_2030_ci_hi,fema33_2040_mean,fema33_2040_sem,fema33_2040_ci_lo,fema33_2040_ci_hi,fema36_2020_mean,fema36_2020_sem,fema36_2020_ci_lo,fema36_2020_ci_hi,fema36_2030_mean,fema36_2030_sem,fema36_2030_ci_lo,fema36_2030_ci_hi,fema36_2040_mean,fema36_2040_sem,fema36_2040_ci_lo,fema36_2040_ci_hi
48,3.150244e-05,1.42724695e-11,3.150241e-05,3.150247e-05,3.250229e-05,7.066941e-07,3.1117168e-05,3.388741e-05,3.300223e-05,8.650857e-07,3.1306663e-05,3.4697798e-05,3.150244e-05,1.42724695e-11,3.150241e-05,3.150247e-05,3.250229e-05,7.066941e-07,3.1117168e-05,3.388741e-05,3.450204e-05,1.2215627e-06,3.210778e-05,3.6896305e-05,3.150244e-05,1.42724695e-11,3.150241e-05,3.150247e-05,3.250229e-05,7.066941e-07,3.1117168e-05,3.388741e-05,3.40021e-05,1.1156965e-06,3.1815336e-05,3.6188863e-05
49,0.3192147,0.00887812,0.30181357,0.33661583,0.4853985,0.009911056,0.46597284,0.50482416,0.57659256,0.009616632,0.55774397,0.59544116,0.3021409,0.008577952,0.2853281,0.3189537,0.41455874,0.009902083,0.39515066,0.43396682,0.46800914,0.009973708,0.44846067,0.48755762,0.7693729,0.008428558,0.7528529,0.78589284,0.8682986,0.0065173493,0.8555246,0.8810726,0.89705676,0.0056662424,0.8859509,0.9081626
50,0.5203176,0.003264426,0.51391935,0.5267159,0.5272272,0.0031816792,0.52099115,0.5334633,0.5596232,0.0027565516,0.5542203,0.56502604,0.6091354,0.0019112474,0.60538936,0.6128814,0.61324203,0.0018313668,0.6096526,0.6168315,0.6369505,0.0021942763,0.6326497,0.64125127,0.8407121,0.0031621524,0.83451426,0.8469099,0.8321005,0.003266899,0.82569736,0.83850366,0.8534204,0.0030214058,0.8474984,0.85934234
51,0.005551898,0.00028095394,0.0050012283,0.0061025675,0.028653167,0.0014569162,0.025797611,0.03150872,0.047284484,0.0022155584,0.042941988,0.05162698,0.006105251,0.0003201724,0.0054777134,0.006732789,0.0312633,0.0016073664,0.02811286,0.034413736,0.050115585,0.0023293516,0.045550056,0.054681115,0.0059702564,0.00031613332,0.005350635,0.006589878,0.03181792,0.0015810034,0.028719153,0.034916688,0.0646243,0.0025747656,0.059577763,0.06967084
52,0.0016137274,4.6408546e-10,0.0016137265,0.0016137284,0.0020524135,8.4806765e-05,0.0018861922,0.0022186348,0.003719243,0.00021514948,0.00329755,0.004140936,0.0016137274,4.6408546e-10,0.0016137265,0.0016137284,0.0020800983,9.018185e-05,0.0019033419,0.0022568547,0.004032039,0.00023780797,0.0035659354,0.0044981427,0.0018752709,6.279937e-05,0.0017521841,0.0019983577,0.003560482,0.0001891525,0.003189743,0.003931221,0.007927471,0.0005122313,0.0069234977,0.008931444
53,0.28603113,0.005907919,0.2744516,0.29761064,0.2312484,0.003983836,0.22344008,0.2390567,0.2389812,0.0037296608,0.23167107,0.24629134,0.31506133,0.0062616207,0.30278856,0.3273341,0.2542325,0.0047437106,0.24493483,0.26353016,0.25310415,0.0041668084,0.24493721,0.2612711,0.5906942,0.009493052,0.5720878,0.60930055,0.5767188,0.00978326,0.55754364,0.595894,0.55687714,0.009625361,0.53801143,0.57574284
54,0.0011129356,5.4049574e-06,0.0011023419,0.0011235293,0.0011338458,2.6315272e-05,0.0010822678,0.0011854237,0.001142414,2.7666802e-05,0.0010881871,0.001196641,0.0011338458,2.6315272e-05,0.0010822678,0.0011854237,0.001142414,2.7666802e-05,0.0010881871,0.001196641,0.0011721358,3.8449438e-05,0.0010967749,0.0012474967,0.0011338458,2.6315272e-05,0.0010822678,0.0011854237,0.001142414,2.7666802e-05,0.0010881871,0.001196641,0.0011455803,2.7843422e-05,0.0010910073,0.0012001534
55,0.012935266,0.000111983405,0.012715778,0.0131547535,0.013319426,9.7454795e-05,0.013128415,0.013510438,0.0136923,0.000101175494,0.013493996,0.013890604,0.014279495,4.981378e-05,0.01418186,0.01437713,0.014565783,5.7881196e-05,0.014452335,0.01467923,0.014728427,7.0180584e-05,0.014590873,0.0148659805,0.018141719,0.00023839326,0.017674468,0.018608969,0.020800995,0.00032225173,0.020169381,0.021432608,0.024120996,0.00049211964,0.023156442,0.02508555
56,0.42176414,0.0082209,0.40565118,0.4378771,0.5138763,0.008436232,0.4973413,0.53041136,0.58248204,0.008234748,0.56634194,0.59862214,0.3959834,0.008306362,0.37970293,0.41226387,0.4965158,0.008527354,0.4798022,0.5132294,0.5676861,0.008372681,0.5512756,0.58409655,0.7909205,0.0047811307,0.78154945,0.80029154,0.8387527,0.0037599949,0.8313831,0.84612226,0.8592636,0.0030792463,0.8532283,0.8652989
57,0.001588799,0.00013214388,0.001329797,0.0018478009,0.012562795,0.0005250424,0.011533711,0.013591878,0.01407206,0.00055447425,0.01298529,0.015158829,0.0041750465,0.00026090225,0.003663678,0.0046864147,0.019093513,0.00071325665,0.017695531,0.020491496,0.01884547,0.00073696615,0.017401017,0.020289924,0.01015867,0.00044641676,0.0092836935,0.011033647,0.029681234,0.000958621,0.027802337,0.03156013,0.029887699,0.001056966,0.027816046,0.03195935
58,0.20873764,0.0071256757,0.19477132,0.22270396,0.28415513,0.008106389,0.26826662,0.30004364,0.3301621,0.008671526,0.3131659,0.3471583,0.21765465,0.0072782915,0.2033892,0.2319201,0.28354162,0.008132988,0.26760095,0.2994823,0.3186261,0.0086547,0.3016629,0.33558932,0.61880416,0.0101667205,0.5988774,0.63873094,0.7010541,0.009414264,0.68260217,0.719506,0.7519288,0.008694332,0.7348879,0.7689697
59,0.0014271729,2.0257698e-10,0.0014271726,0.0014271733,0.0014271729,2.0257698e-10,0.0014271726,0.0014271733,0.0014708518,4.3678363e-05,0.0013852422,0.0015564614,0.0014271729,2.0257698e-10,0.0014271726,0.0014271733,0.0014271729,2.0257698e-10,0.0014271726,0.0014271733,0.0014271729,2.0257698e-10,0.0014271726,0.0014271733,0.0014271729,2.0257698e-10,0.0014271726,0.0014271733,0.0014271729,2.0257698e-10,0.0014271726,0.0014271733,0.0014708518,4.3678363e-05,0.0013852422,0.0015564614
60,0.0084117595,0.0005876817,0.0072599035,0.009563616,0.015567166,0.00084450445,0.013911937,0.017222395,0.020562949,0.0009560439,0.018689103,0.022436794,0.00902608,0.00061927835,0.0078122946,0.010239866,0.01575041,0.0008375647,0.014108784,0.017392037,0.0223723,0.0009996556,0.020412974,0.024331626,0.010655417,0.0007053189,0.009272992,0.012037843,0.019762952,0.0009823258,0.017837593,0.02168831,0.024306094,0.0010620754,0.022224426,0.026387762
61,0.0006091307,1.5040144e-05,0.000579652,0.0006386094,0.0044894745,0.00025054417,0.003998408,0.004980541,0.01504997,0.00063923735,0.013797064,0.016302874,0.0014360207,8.808737e-05,0.0012633695,0.001608672,0.008874507,0.00036489373,0.008159315,0.009589698,0.023077128,0.0008278233,0.021454595,0.024699662,0.028962752,0.00081363006,0.027368037,0.030557467,0.06778013,0.0017869645,0.06427768,0.07128258,0.10947002,0.002603034,0.10436807,0.114571966
62,0.24593583,0.004881936,0.23636723,0.25550443,0.2705045,0.0049014343,0.2608977,0.2801113,0.31588715,0.005264346,0.30556902,0.32620528,0.26606932,0.005068164,0.25613573,0.2760029,0.2854107,0.004988244,0.27563375,0.29518765,0.32493395,0.0053154356,0.31451568,0.3353522,0.45820412,0.006287829,0.44587997,0.47052827,0.47645104,0.006008417,0.46467453,0.48822755,0.5129966,0.0059428895,0.50134856,0.5246447
63,0.000891222,1.8968571e-10,0.0008912216,0.0008912223,0.000891222,1.8968571e-10,0.0008912216,0.0008912223,0.000891222,1.8968571e-10,0.0008912216,0.0008912223,0.000891222,1.8968571e-10,0.0008912216,0.0008912223,0.000891222,1.8968571e-10,0.0008912216,0.0008912223,0.000891222,1.8968571e-10,0.0008912216,0.0008912223,0.000891222,1.8968571e-10,0.0008912216,0.0008912223,0.000891222,1.8968571e-10,0.0008912216,0.0008912223,0.000891222,1.8968571e-10,0.0008912216,0.0008912223
64,0.00063964823,3.5430334e-05,0.0005702048,0.00070909166,0.0013250966,0.000103546634,0.0011221452,0.001528048,0.0016990128,0.00011361138,0.0014763345,0.0019216911,0.0007109006,5.136176e-05,0.00061023154,0.0008115696,0.0014738434,0.00011239548,0.0012535482,0.0016941385,0.0019537774,0.00013104027,0.0016969384,0.0022106164,0.0008386105,7.8159945e-05,0.00068541704,0.0009918041,0.0022111267,0.00019428424,0.0018303297,0.0025919238,0.0021033664,0.0001445516,0.0018200453,0.0023866876
65,0.00321108,0.00010540702,0.0030044822,0.003417678,0.0052892403,0.0003594479,0.004584722,0.0059937583,0.0057241498,0.00041491893,0.0049109086,0.006537391,0.0033536353,0.00013101357,0.0030968487,0.003610422,0.005912222,0.00045813413,0.005014279,0.006810165,0.0063073332,0.0004872784,0.0053522675,0.007262399,0.003256141,0.00010775812,0.003044935,0.003467347,0.0058816285,0.00045741053,0.004985104,0.006778153,0.0061351233,0.0004778124,0.005198611,0.0070716357
66,0.25659674,0.007208127,0.24246882,0.27072468,0.30572674,0.00812631,0.28979915,0.32165432,0.36764956,0.008764033,0.35047206,0.38482705,0.25214186,0.0072148526,0.23800075,0.26628298,0.2822334,0.0077831536,0.2669784,0.29748836,0.35029262,0.008694222,0.33325195,0.3673333,0.58008343,0.010211836,0.56006825,0.6000986,0.6300185,0.009805612,0.6107995,0.64923745,0.68461925,0.0093912,0.6662125,0.703026
67,0.0014753486,2.9572291e-05,0.0014173869,0.0015333103,0.0013921366,1.6080963e-05,0.0013606179,0.0014236552,0.0013510945,2.5683494e-06,0.0013460605,0.0013561284,0.0015175838,3.4860735e-05,0.0014492568,0.0015859109,0.0014183257,2.26056e-05,0.0013740187,0.0014626327,0.001356187,4.8560387e-06,0.0013466692,0.0013657049,0.0015141736,3.4740246e-05,0.0014460827,0.0015822644,0.0014183257,2.26056e-05,0.0013740187,0.0014626327,0.0013528272,4.268004e-06,0.0013444619,0.0013611924
68,0.013850859,0.00041628577,0.013034939,0.01466678,0.022464331,0.00064062345,0.02120871,0.023719953,0.020089258,0.0005175432,0.019074872,0.021103643,0.027165944,0.00053162343,0.026123961,0.028207926,0.036183,0.00072772073,0.034756668,0.03760933,0.031147461,0.00062532065,0.029921833,0.03237309,0.0954538,0.0012530076,0.0929979,0.0979097,0.110484906,0.0015261604,0.10749363,0.11347618,0.09855613,0.0013751277,0.09586088,0.10125138
69,0.0013155234,0.00011499146,0.0010901401,0.0015409067,0.0017364171,0.00011131523,0.0015182393,0.0019545949,0.003077287,0.00025311747,0.0025811768,0.0035733972,0.0014808016,0.0001327636,0.001220585,0.0017410183,0.0020520615,0.00013392259,0.0017895732,0.0023145499,0.0035519723,0.00029420893,0.0029753228,0.004128622,0.0014760998,0.00013257866,0.0012162457,0.001735954,0.002005204,0.00013254042,0.0017454249,0.0022649833,0.0035300716,0.00029152236,0.0029586877,0.004101455
70,0.4546432,0.0067391875,0.44143438,0.467852,0.3834538,0.0065929205,0.37053165,0.39637592,0.4132609,0.0066260532,0.40027383,0.42624798,0.5155594,0.0069515924,0.50193423,0.5291845,0.41049922,0.0065326802,0.39769515,0.42330328,0.4473419,0.00661885,0.43436894,0.46031484,0.82415396,0.004938584,0.81447434,0.8338336,0.825274,0.0048660575,0.81573653,0.83481145,0.8804985,0.0038297174,0.8729923,0.8880048
71,0.0066070342,0.00032561342,0.005968832,0.0072452365,0.0040393053,0.0002368481,0.0035750829,0.0045035277,0.0041868924,0.0002439144,0.00370882,0.0046649645,0.015138981,0.00050984445,0.014139686,0.016138276,0.011792729,0.0004389308,0.010932424,0.012653033,0.013501862,0.00046043048,0.012599418,0.014404306,0.027874911,0.0006177526,0.026664115,0.029085707,0.024417272,0.0005700866,0.023299903,0.025534641,0.028957728,0.00059860985,0.027784454,0.030131003
72,0.33556637,0.005505494,0.3247756,0.34635714,0.37241405,0.0055754515,0.36148617,0.38334194,0.40281773,0.0055359807,0.3919672,0.41366825,0.34499225,0.0056002727,0.33401573,0.35596877,0.37705916,0.0055504516,0.36618027,0.38793805,0.41211006,0.0056282156,0.40107876,0.42314136,0.6305224,0.0051188543,0.6204894,0.6405553,0.66930693,0.0048233233,0.6598532,0.67876065,0.71340865,0.0045467196,0.7044971,0.7223202
73,0.0026953556,7.9989535e-05,0.002538576,0.002852135,0.003726142,0.00014070274,0.0034503646,0.004001919,0.004006782,0.0001738189,0.003666097,0.0043474673,0.0028291144,8.7803695e-05,0.0026570193,0.0030012096,0.0039408617,0.00014880903,0.003649196,0.004232527,0.0043146494,0.00017244939,0.0039766487,0.00465265,0.0028151637,8.645684e-05,0.0026457084,0.002984619,0.003920257,0.0001492254,0.0036277752,0.004212739,0.0041207583,0.00017668292,0.0037744597,0.0044670566
74,0.002303091,7.243691e-05,0.0021611147,0.0024450675,0.0019743275,5.5873217e-05,0.001864816,0.002083839,0.0016256011,3.623539e-05,0.0015545797,0.0016966225,0.0024201614,7.6424265e-05,0.0022703698,0.002569953,0.0020553202,5.9028665e-05,0.001939624,0.0021710163,0.0017151706,5.720418e-05,0.0016030504,0.0018272907,0.0024118694,7.644737e-05,0.0022620326,0.0025617061,0.0020456973,5.8486465e-05,0.0019310638,0.0021603308,0.0016713742,3.9177823e-05,0.0015945856,0.0017481628
75,0.07110376,0.0027659822,0.06568243,0.076525085,0.058964927,0.0025275594,0.05401091,0.06391894,0.069829755,0.0027046825,0.06452858,0.07513093,0.18080442,0.003286056,0.17436375,0.18724509,0.15236612,0.003208032,0.14607838,0.15865386,0.17345385,0.0031649484,0.16725056,0.17965715,0.27554742,0.0026228372,0.27040666,0.28068817,0.2522152,0.0024373853,0.24743792,0.2569925,0.2673007,0.002271874,0.2628478,0.27175358
76,0.00093038694,5.089594e-05,0.0008306309,0.001030143,0.0014728578,0.0001507305,0.001177426,0.0017682896,0.0013465185,0.00011562494,0.0011198936,0.0015731434,0.0010081779,8.488949e-05,0.0008417945,0.0011745613,0.0015312632,0.00016062129,0.0012164455,0.001846081,0.0016059417,0.00015583387,0.0013005072,0.0019113761,0.0013148733,0.00014085353,0.0010388005,0.0015909462,0.0030262414,0.00031985718,0.0023993214,0.0036531615,0.0021296404,0.00020392095,0.0017299554,0.0025293254
77,0.0009755349,2.6334893e-10,0.0009755344,0.0009755354,0.0009755349,2.6334893e-10,0.0009755344,0.0009755354,0.0009755349,2.6334893e-10,0.0009755344,0.0009755354,0.0009755349,2.6334893e-10,0.0009755344,0.0009755354,0.0009755349,2.6334893e-10,0.0009755344,0.0009755354,0.0009755349,2.6334893e-10,0.0009755344,0.0009755354,0.0009755349,2.6334893e-10,0.0009755344,0.0009755354,0.0009755349,2.6334893e-10,0.0009755344,0.0009755354,0.0009755349,2.6334893e-10,0.0009755344,0.0009755354
78,0.0016095459,5.677735e-05,0.0014982623,0.0017208295,0.00514116,0.00022083893,0.0047083157,0.0055740043,0.0055063106,0.00023968158,0.0050365347,0.0059760865,0.007537144,0.00027809376,0.00699208,0.008082207,0.02025365,0.00074794044,0.018787688,0.021719614,0.028195074,0.00094649685,0.02633994,0.030050207,0.16726966,0.0015487381,0.16423413,0.17030519,0.20664598,0.0015449362,0.2036179,0.20967406,0.21215038,0.0015423241,0.20912743,0.21517333
79,0.0061106575,0.00043278516,0.0052623986,0.0069589163,0.003825266,0.00027132998,0.003293459,0.0043570725,0.0020276513,0.00014167724,0.001749964,0.0023053386,0.006859757,0.0004638071,0.005950695,0.007768819,0.004295848,0.00029859887,0.003710594,0.0048811017,0.002248627,0.00015830601,0.0019383471,0.0025589066,0.00677752,0.00046226138,0.0058714873,0.0076835523,0.0042530117,0.00029218366,0.0036803316,0.0048256917,0.0022328845,0.00015485269,0.0019293732,0.0025363958
80,0.003183532,1.0386633e-09,0.00318353,0.0031835341,0.003183532,1.0386633e-09,0.00318353,0.0031835341,0.003183532,1.0386633e-09,0.00318353,0.0031835341,0.003183532,1.0386633e-09,0.00318353,0.0031835341,0.003183532,1.0386633e-09,0.00318353,0.0031835341,0.003183532,1.0386633e-09,0.00318353,0.0031835341,0.003183532,1.0386633e-09,0.00318353,0.0031835341,0.003183532,1.0386633e-09,0.00318353,0.0031835341,0.003183532,1.0386633e-09,0.00318353,0.0031835341
81,0.4401184,0.0068922173,0.42660967,0.45362714,0.49301168,0.007186297,0.47892654,0.5070968,0.5514863,0.0072060875,0.5373624,0.56561023,0.46106806,0.0068612923,0.44761994,0.47451618,0.50202966,0.006994749,0.48831996,0.5157394,0.5567043,0.0070613422,0.542864,0.57054454,0.72987366,0.0074990722,0.71517545,0.74457186,0.7786066,0.007005742,0.76487535,0.79233783,0.8128953,0.0065201707,0.80011576,0.82567483
82,0.030275863,0.0015911489,0.02715721,0.033394516,0.013829822,0.0005525098,0.012746902,0.014912741,0.009650339,0.0003015689,0.009059264,0.010241414,0.032249838,0.0016583656,0.028999442,0.035500236,0.01457267,0.0005910031,0.013414304,0.015731037,0.0098558,0.0003194754,0.009229628,0.010481972,0.032303866,0.0016621198,0.02904611,0.03556162,0.01464,0.00058798684,0.013487546,0.015792454,0.010177043,0.00032624623,0.009537601,0.010816486
83,0.30302876,0.008478219,0.28641146,0.31964606,0.4309348,0.0096783,0.4119653,0.44990426,0.46733707,0.01005538,0.44762853,0.48704562,0.3068598,0.008369897,0.2904548,0.32326478,0.40838087,0.009589346,0.38958573,0.427176,0.42331246,0.009921491,0.40386632,0.4427586,0.7655141,0.008677269,0.7485066,0.78252155,0.84079224,0.0072308863,0.8266197,0.8549648,0.8732496,0.006408936,0.8606881,0.8858111
84,0.0015465094,3.572721e-10,0.0015465087,0.0015465101,0.001734641,6.3779786e-05,0.0016096326,0.0018596494,0.0022417386,0.00012276619,0.002001117,0.0024823602,0.0015465094,3.572721e-10,0.0015465087,0.0015465101,0.0017370323,6.3863765e-05,0.0016118593,0.0018622053,0.002362487,0.0001334831,0.00210086,0.0026241138,0.0015762615,7.1606496e-06,0.0015622266,0.0015902964,0.0020279293,9.262522e-05,0.0018463839,0.0022094748,0.0032342542,0.00023385062,0.002775907,0.0036926013
85,0.38683736,0.0066591413,0.37378544,0.3998893,0.39313564,0.0073883547,0.37865445,0.40761682,0.42540956,0.007377465,0.41094974,0.43986937,0.41414455,0.0064057237,0.40158933,0.42669976,0.4179747,0.007311485,0.4036442,0.43230522,0.43305406,0.0072664055,0.41881192,0.4472962,0.75785965,0.0060464353,0.74600863,0.76971066,0.80500835,0.0054348875,0.794356,0.8156607,0.8257305,0.0048392597,0.81624556,0.83521545
86,0.0007904423,6.49897e-05,0.00066306244,0.0009178221,0.0011520232,8.44177e-05,0.0009865646,0.0013174819,0.0012193626,9.076448e-05,0.0010414643,0.0013972609,0.0009135227,7.707166e-05,0.0007624622,0.0010645831,0.0013660227,0.000104204955,0.001161781,0.0015702645,0.0014128549,0.00010455299,0.001207931,0.0016177788,0.0012234043,8.371015e-05,0.0010593324,0.0013874762,0.00183936,0.00012024749,0.0016036748,0.0020750451,0.0018123013,0.000117739764,0.0015815314,0.0020430712
87,0.80326813,0.0071423645,0.7892691,0.8172672,0.82488745,0.006757625,0.8116425,0.8381324,0.8836243,0.005000749,0.87382287,0.89342576,0.9562761,0.0007200652,0.9548648,0.95768744,0.9568344,0.00066333346,0.9555342,0.95813453,0.9585862,0.0004565164,0.95769143,0.959481,0.96179634,9.6445165e-06,0.96177745,0.96181524,0.9617872,9.8324845e-06,0.961768,0.9618065,0.9618022,7.639263e-06,0.9617872,0.96181715
88,0.0062407693,0.0004619034,0.0053354385,0.0071461,0.0013885457,0.00013805626,0.0011179554,0.001659136,0.0043389564,0.00039362695,0.0035674477,0.0051104655,0.037211712,0.0012645888,0.034733117,0.03969031,0.026165493,0.000991953,0.024221266,0.02810972,0.039922625,0.0011557365,0.03765738,0.04218787,0.07793914,0.0016945594,0.0746178,0.08126047,0.060492955,0.0014163018,0.057717003,0.06326891,0.075356476,0.0014924168,0.07243134,0.07828161
89,0.75445086,0.0048099174,0.7450234,0.7638783,0.69718236,0.0051296265,0.6871283,0.7072364,0.70605254,0.0049030324,0.6964426,0.7156625,0.777442,0.0044674296,0.7686858,0.78619814,0.7219767,0.004907293,0.7123584,0.731595,0.7212499,0.004742903,0.71195376,0.730546,0.8881631,0.0026025318,0.8830621,0.89326406,0.86686635,0.0028144997,0.86134994,0.87238276,0.8673232,0.00279324,0.8618485,0.87279797
90,0.002407156,0.00011492634,0.0021819002,0.0026324117,0.0067275716,0.0002681305,0.0062020356,0.0072531076,0.014396528,0.00048129153,0.013453197,0.015339859,0.00251827,0.00011799666,0.0022869965,0.0027495434,0.0073097902,0.00028917473,0.006743008,0.007876573,0.015337374,0.0005022798,0.014352906,0.016321842,0.0025049374,0.00011793098,0.0022737926,0.002736082,0.0071885795,0.00028448662,0.006630986,0.007746173,0.015166211,0.0005039164,0.014178535,0.016153887
91,0.0047622067,0.00034806924,0.004079991,0.0054444224,0.005817242,0.00039353044,0.0050459225,0.0065885615,0.0062606283,0.00041034585,0.0054563503,0.0070649064,0.0053009046,0.00037561887,0.004564692,0.0060371174,0.006841297,0.00043008794,0.0059983246,0.007684269,0.0073394496,0.00044746476,0.0064624185,0.008216481,0.005257801,0.00037112745,0.004530391,0.005985211,0.0067420066,0.00042988855,0.005899425,0.007584588,0.0071758037,0.0004401794,0.006313052,0.008038555
92,0.28621402,0.007846644,0.2708346,0.30159345,0.36577603,0.008423422,0.3492661,0.38228595,0.4187372,0.008782441,0.40152362,0.4359508,0.27602148,0.008046133,0.26025105,0.29179192,0.3401855,0.008410668,0.32370058,0.3566704,0.38993564,0.008808921,0.37267014,0.40720114,0.5967128,0.009556084,0.5779829,0.61544275,0.6787424,0.0085654715,0.6619541,0.6955307,0.71216726,0.008116947,0.69625807,0.72807646
93,0.033801187,0.001575894,0.030712435,0.03688994,0.031370517,0.0015513394,0.028329892,0.034411144,0.04178538,0.0017353187,0.03838416,0.045186605,0.035284225,0.0016088902,0.0321308,0.03843765,0.03610843,0.0016339654,0.032905858,0.039311003,0.043270633,0.0017548364,0.039831154,0.04671011,0.034867723,0.001596576,0.031738434,0.03799701,0.03339408,0.0015804865,0.030296326,0.036491834,0.043238927,0.0017568679,0.039795466,0.046682388
94,0.011518589,0.00066247024,0.010220148,0.012817031,0.007582111,0.0004093949,0.006779697,0.008384525,0.003993361,0.0001971286,0.0036069888,0.004379733,0.013693686,0.0007893989,0.012146464,0.015240908,0.0087970765,0.00048737702,0.007841818,0.009752335,0.0045682415,0.00025435755,0.004069701,0.0050667822,0.01401825,0.0007787026,0.012491993,0.015544507,0.008699951,0.00047839063,0.007762305,0.009637596,0.0044703474,0.00023547791,0.0040088105,0.0049318844
95,0.0009174224,1.2522941e-10,0.0009174222,0.00091742264,0.0009174224,1.2522941e-10,0.0009174222,0.00091742264,0.0009174224,1.2522941e-10,0.0009174222,0.00091742264,0.0009174224,1.2522941e-10,0.0009174222,0.00091742264,0.0009174224,1.2522941e-10,0.0009174222,0.00091742264,0.0009174224,1.2522941e-10,0.0009174222,0.00091742264,0.0009174224,1.2522941e-10,0.0009174222,0.00091742264,0.0009174224,1.2522941e-10,0.0009174222,0.00091742264,0.0009174224,1.2522941e-10,0.0009174222,0.00091742264
96,0.001578815,0.00011878531,0.0013459958,0.0018116343,0.0024692975,0.00019965347,0.0020779767,0.0028606183,0.002673211,0.00021964344,0.00224271,0.003103712,0.0019696269,0.00015603448,0.0016637993,0.0022754543,0.0029936144,0.0002395566,0.0025240835,0.0034631453,0.003284251,0.00026826005,0.0027584615,0.0038100407,0.0019349583,0.00015456746,0.001632006,0.0022379104,0.0029611262,0.00024187799,0.0024870452,0.003435207,0.003032229,0.0002442043,0.0025535885,0.0035108693
97,0.0018131816,2.118746e-06,0.0018090288,0.0018173343,0.0018097698,4.497169e-07,0.0018088883,0.0018106513,0.00180915,3.176391e-07,0.0018085274,0.0018097726,0.0018146926,2.194047e-06,0.0018103922,0.001818993,0.0018107874,6.0741024e-07,0.0018095968,0.0018119779,0.0018094028,3.6911803e-07,0.0018086793,0.0018101264,0.0018146255,2.1937285e-06,0.0018103258,0.0018189251,0.0018103889,5.501838e-07,0.0018093105,0.0018114672,0.0018093677,3.675238e-07,0.0018086473,0.001810088
98,0.0014741037,3.314896e-10,0.001474103,0.0014741044,0.0014741037,3.314896e-10,0.001474103,0.0014741044,0.0014741037,3.314896e-10,0.001474103,0.0014741044,0.0014741037,3.314896e-10,0.001474103,0.0014741044,0.0014741037,3.314896e-10,0.001474103,0.0014741044,0.0014741037,3.314896e-10,0.001474103,0.0014741044,0.0014741037,3.314896e-10,0.001474103,0.0014741044,0.0014741037,3.314896e-10,0.001474103,0.0014741044,0.0014741037,3.314896e-10,0.001474103,0.0014741044
99,0.41995257,0.0054911426,0.40918994,0.4307152,0.45875245,0.005494831,0.44798258,0.46952233,0.50431174,0.00548111,0.49356878,0.5150547,0.44248882,0.005493836,0.4317209,0.45325673,0.46991867,0.0053166514,0.45949802,0.48033932,0.5104197,0.0053796573,0.4998756,0.52096385,0.62540275,0.0054093846,0.61480033,0.63600516,0.643011,0.005096627,0.6330216,0.65300035,0.6708922,0.004823829,0.66143745,0.6803469
